"","X","file_id","newspaper_name1","news_address","news_location.lon","news_location.lat","city1","newspaper_state_code","date","year","page","URL","lynch_address","city_lynch","state_lynch","lynching.lon","lynching.lat","Comments.or.notes.","index","sn","news_location","lynch_location","miles","in_state","decade","Newspaper_State","Newspaper_Region"
"1770",1846,17421,"The daily dispatch ","Richmond , Virginia",-77.43605,37.540725,"Richmond ","VA","8/4/1856",1856,"seq-1","https://articleextractor.org/pages/17421/vi_manowar_ver01/sn84024738/1856/08/04/ed-1/seq-1/1","Washington County, AR","Washington County","AR",-94.151376,35.93077,"Citizens lynched an accused murder.",1360,"sn84024738","-77.43605, 37.540725","-94.151376, 35.93077",932,"N","1850s","Virginia","South"
"1771",1847,17422,"The Birmingham age-herald ","Birmingham, Alabama",-86.81036,33.518589,"Birmingham","AL","7/3/1906",1906,"seq-1","https://articleextractor.org/pages/17422/au_evans_ver01/sn85038485/1906/07/03/ed-1/seq-1/1","Womack, OK","Womack","OK",NA,NA,NA,1361,"sn85038485","-86.81036, 33.518589","NA, NA",NA,"N","1900s","Alabama","South"
"1772",1848,17424,"The Winslow mail. ","Winslow, Arizona",-110.69736,35.024187,"Winslow","AZ","6/7/1918",1918,"seq-2","https://articleextractor.org/pages/17424/az_arguingmatch_ver02/sn96060765/1918/06/07/ed-1/seq-2/1","None, NONE","None","NONE",NA,NA,NA,1362,"sn96060765","-110.69736, 35.024187","NA, NA",NA,"N","1910s","Arizona","West"
"1773",1849,17425,"Phoenix tribune ","Phoenix, Arizona",-112.07404,33.448377,"Phoenix","AZ","8/3/1918",1918,"seq-2","https://articleextractor.org/pages/17425/az_campfiregoneout_ver03/sn96060881/1918/08/03/ed-1/seq-2/1","None, NONE","None","NONE",NA,NA,NA,1363,"sn96060881","-112.07404, 33.448377","NA, NA",NA,"N","1910s","Arizona","West"
"1774",1850,17426,"The Flagstaff sun-democrat ","Flagstaff, Arizona",-111.6513,35.198284,"Flagstaff","AZ","1/28/1897",1897,"seq-2","https://articleextractor.org/pages/17426/az_falcon_ver01/sn94050554/1897/01/28/ed-1/seq-2/1","Tallahassee, FL","Tallahassee","FL",-84.280623,30.438183,NA,1364,"sn94050554","-111.6513, 35.198284","-84.280623, 30.438183",1619,"N","1890s","Arizona","West"
"1775",1851,17427,"Arizona republican ","Phoenix, Arizona",-112.07404,33.448377,"Phoenix","AZ","8/6/1895",1895,"seq-5","https://articleextractor.org/pages/17427/az_gecko_ver01/sn84020558/1895/08/06/ed-1/seq-5/1","Madera, CA","Madera","CA",-120.060718,36.961336,NA,1365,"sn84020558","-112.07404, 33.448377","-120.060718, 36.961336",512,"N","1890s","Arizona","West"
"1776",1852,17428,"Arizona republican ","Phoenix, Arizona",-112.07404,33.448377,"Phoenix","AZ","8/31/1900",1900,"seq-5","https://articleextractor.org/pages/17428/az_leopardfrog_ver01/sn84020558/1900/08/31/ed-1/seq-5/1","None, NONE","None","NONE",NA,NA,NA,1366,"sn84020558","-112.07404, 33.448377","NA, NA",NA,"N","1900s","Arizona","West"
"1777",1853,17428,"Arizona republican ","Phoenix, Arizona",-112.07404,33.448377,"Phoenix","AZ","8/31/1900",1900,"seq-5","https://articleextractor.org/pages/17428/az_leopardfrog_ver01/sn84020558/1900/08/31/ed-1/seq-5/1","None, NONE","None","NONE",NA,NA,NA,1367,"sn84020558","-112.07404, 33.448377","NA, NA",NA,"N","1900s","Arizona","West"
"1778",1854,17428,"Arizona republican ","Phoenix, Arizona",-112.07404,33.448377,"Phoenix","AZ","8/31/1900",1900,"seq-5","https://articleextractor.org/pages/17428/az_leopardfrog_ver01/sn84020558/1900/08/31/ed-1/seq-5/1","None, NONE","None","NONE",NA,NA,NA,1368,"sn84020558","-112.07404, 33.448377","NA, NA",NA,"N","1900s","Arizona","West"
"1779",1855,17429,"Arizona republican ","Phoenix, Arizona",-112.07404,33.448377,"Phoenix","AZ","9/15/1900",1900,"seq-1","https://articleextractor.org/pages/17429/az_leopardfrog_ver01/sn84020558/1900/09/15/ed-1/seq-1/1","Tunica, MS","Tunica","MS",-90.382877,34.684545,"3 black people lynched.",1369,"sn84020558","-112.07404, 33.448377","-90.382877, 34.684545",1243,"N","1900s","Arizona","West"
"1780",1856,17431,"Arizona republican ","Phoenix, Arizona",-112.07404,33.448377,"Phoenix","AZ","12/6/1903",1903,"seq-1","https://articleextractor.org/pages/17431/az_leopardfrog_ver01/sn84020558/1903/12/06/ed-1/seq-1/1","Tampa, FL","Tampa","FL",-82.458753,27.95169,NA,1370,"sn84020558","-112.07404, 33.448377","-82.458753, 27.95169",1796,"N","1900s","Arizona","West"
"1781",1857,17433,"The Dolores star ","Dolores, Colorado",-108.50454,37.473882,"Dolores","CO","8/31/1906",1906,"seq-2","https://articleextractor.org/pages/17433/cohi_alta_ver01/sn86002159/1906/08/31/ed-1/seq-2/1","Springfield, MO","Springfield","MO",-93.292299,37.208957,NA,1371,"sn86002159","-108.50454, 37.473882","-93.292299, 37.208957",836,"N","1900s","Colorado","West"
"1782",1858,17434,"Bent County register. ","Lamar, Colorado",-102.62075,38.087231,"Lamar","CO","11/13/1886",1886,"seq-2","https://articleextractor.org/pages/17434/cohi_bailey_ver02/sn90051188/1886/11/13/ed-1/seq-2/1","None, NONE","None","NONE",NA,NA,NA,1372,"sn90051188","-102.62075, 38.087231","NA, NA",NA,"N","1880s","Colorado","West"
"1783",1859,17435,"The Idaho Springs siftings-news. ","Idaho Springs, Colorado",-105.51361,39.742488,"Idaho Springs","CO","2/3/1912",1912,"seq-6","https://articleextractor.org/pages/17435/cohi_baldwin_ver01/sn90051006/1912/02/03/ed-1/seq-6/1","Cordelle, GA","Cordelle","GA",-83.782394,31.963507,NA,1373,"sn90051006","-105.51361, 39.742488","-83.782394, 31.963507",1327,"N","1910s","Colorado","West"
"1784",1860,17435,"The Idaho Springs siftings-news. ","Idaho Springs, Colorado",-105.51361,39.742488,"Idaho Springs","CO","2/3/1912",1912,"seq-6","https://articleextractor.org/pages/17435/cohi_baldwin_ver01/sn90051006/1912/02/03/ed-1/seq-6/1","Cordelle, GA","Cordelle","GA",-83.782394,31.963507,NA,1374,"sn90051006","-105.51361, 39.742488","-83.782394, 31.963507",1327,"N","1910s","Colorado","West"
"1785",1861,17435,"The Idaho Springs siftings-news. ","Idaho Springs, Colorado",-105.51361,39.742488,"Idaho Springs","CO","2/3/1912",1912,"seq-6","https://articleextractor.org/pages/17435/cohi_baldwin_ver01/sn90051006/1912/02/03/ed-1/seq-6/1","Cordelle, GA","Cordelle","GA",-83.782394,31.963507,NA,1375,"sn90051006","-105.51361, 39.742488","-83.782394, 31.963507",1327,"N","1910s","Colorado","West"
"1786",1862,17437,"The Delta independent ","Delta, Colorado",-108.06896,38.742206,"Delta","CO","4/24/1888",1888,"seq-1","https://articleextractor.org/pages/17437/cohi_caddoa_ver02/sn86063206/1888/04/24/ed-1/seq-1/1","None, NONE","None","NONE",NA,NA,NA,1377,"sn86063206","-108.06896, 38.742206","NA, NA",NA,"N","1880s","Colorado","West"
"1787",1863,17437,"The Delta independent ","Delta, Colorado",-108.06896,38.742206,"Delta","CO","4/24/1888",1888,"seq-1","https://articleextractor.org/pages/17437/cohi_caddoa_ver02/sn86063206/1888/04/24/ed-1/seq-1/1","Burlington, CO","Burlington","CO",-102.269356,39.306108,NA,1377,"sn86063206","-108.06896, 38.742206","-102.269356, 39.306108",314,"Y","1880s","Colorado","West"
"1788",1864,17437,"The Delta independent ","Delta, Colorado",-108.06896,38.742206,"Delta","CO","4/24/1888",1888,"seq-1","https://articleextractor.org/pages/17437/cohi_caddoa_ver02/sn86063206/1888/04/24/ed-1/seq-1/1","None, NONE","None","NONE",NA,NA,NA,1378,"sn86063206","-108.06896, 38.742206","NA, NA",NA,"N","1880s","Colorado","West"
"1789",1865,17437,"The Delta independent ","Delta, Colorado",-108.06896,38.742206,"Delta","CO","4/24/1888",1888,"seq-1","https://articleextractor.org/pages/17437/cohi_caddoa_ver02/sn86063206/1888/04/24/ed-1/seq-1/1","Burlington, CO","Burlington","CO",-102.269356,39.306108,NA,1378,"sn86063206","-108.06896, 38.742206","-102.269356, 39.306108",314,"Y","1880s","Colorado","West"
"1790",1866,17486,"Delaware gazette and state journal. ","Wilmington, Delaware",-75.54839,39.744655,"Wilmington","DE","1/12/1893",1893,"seq-2","https://articleextractor.org/pages/17486/deu_horcrux_ver01/sn88053046/1893/01/12/ed-1/seq-2/1","Bakersville, NC","Bakersville","NC",-82.158735,36.015673,"Lynchers attacked the jail resulting in a bloody conflict with 22 killed.",1426,"sn88053046","-75.54839, 39.744655","-82.158735, 36.015673",443,"N","1890s","Delaware","South"
"1791",1867,17486,"Delaware gazette and state journal. ","Wilmington, Delaware",-75.54839,39.744655,"Wilmington","DE","1/12/1893",1893,"seq-2","https://articleextractor.org/pages/17486/deu_horcrux_ver01/sn88053046/1893/01/12/ed-1/seq-2/1","Bakersville, NC","Bakersville","NC",-82.158735,36.015673,"Lynchers attacked the jail resulting in a bloody conflict with 22 killed.",1427,"sn88053046","-75.54839, 39.744655","-82.158735, 36.015673",443,"N","1890s","Delaware","South"
"1792",1868,17486,"Delaware gazette and state journal. ","Wilmington, Delaware",-75.54839,39.744655,"Wilmington","DE","1/12/1893",1893,"seq-2","https://articleextractor.org/pages/17486/deu_horcrux_ver01/sn88053046/1893/01/12/ed-1/seq-2/1","Bakersville, NC","Bakersville","NC",-82.158735,36.015673,"Lynchers attacked the jail resulting in a bloody conflict with 22 killed.",1428,"sn88053046","-75.54839, 39.744655","-82.158735, 36.015673",443,"N","1890s","Delaware","South"
"1793",1869,17486,"Delaware gazette and state journal. ","Wilmington, Delaware",-75.54839,39.744655,"Wilmington","DE","1/12/1893",1893,"seq-2","https://articleextractor.org/pages/17486/deu_horcrux_ver01/sn88053046/1893/01/12/ed-1/seq-2/1","Bakersville, NC","Bakersville","NC",-82.158735,36.015673,"Lynchers attacked the jail resulting in a bloody conflict with 22 killed.",1429,"sn88053046","-75.54839, 39.744655","-82.158735, 36.015673",443,"N","1890s","Delaware","South"
"1794",1870,17755,"Gloucester County Democrat. ","Woodbury, New Jersey",-75.15268,39.838169,"Woodbury","NJ","3/24/1904",1904,"seq-4","https://articleextractor.org/pages/17755/njr_furio_ver01/sn87068079/1904/03/24/ed-1/seq-4/1","no city given, CA","no city given","CA",-119.417932,36.778261,"mentioned two lynchings that took place recently in California and Ohio, no other details provided. Article talks about how lynching is not just confined to the South.",1680,"sn87068079","-75.15268, 39.838169","-119.417932, 36.778261",2387,"N","1900s","New Jersey","Northeast"
"1795",1871,17756,"The Princeton union ","Princeton, Minnesota",-93.58163,45.569965,"Princeton","MN","4/28/1898",1898,"seq-2","https://articleextractor.org/pages/17756/mnhi_goshen_ver01/sn83016758/1898/04/28/ed-1/seq-2/1","Williamsburg County, SC","Williamsburg County","SC",-79.650211,33.629361,"A mob lynched an entire family because the Black father was appointed postmaster.",1681,"sn83016758","-93.58163, 45.569965","-79.650211, 33.629361",1107,"N","1890s","Minnesota","North Central"
"1796",1872,17757,"The Hickman courier ","Hickman, Kentucky",-89.18618,36.571172,"Hickman","KY","3/31/1882",1882,"seq-2","https://articleextractor.org/pages/17757/kyu_cardinal_ver01/sn85052141/1882/03/31/ed-1/seq-2/1","N/A, MI","N/A","MI",NA,NA,"This newspaper featured mainly entertaining short story like articles. The only time lynching was mentioned was when they wrote about a Minnesota mob that chose not to lynch the man they had planned to lynch because he argued with them and then gave them 5$ for beer.",1682,"sn85052141","-89.18618, 36.571172","NA, NA",NA,"N","1880s","Kentucky","South"
"1797",1873,17758,"Atlanta Georgian ","Atlanta, Georgia",-84.38768,33.748752,"Atlanta","GA","12/31/1912",1912,"seq-4","https://articleextractor.org/pages/17758/gu_indus_ver01/sn89053729/1912/12/31/ed-4/seq-4/1","Cumming, GA","Cumming","GA",-84.140193,34.20732,NA,1683,"sn89053729","-84.38768, 33.748752","-84.140193, 34.20732",35,"Y","1910s","Georgia","South"
"1798",1874,17759,"The daily press. ","Cincinnati , Ohio",-84.51202,39.103118,"Cincinnati ","OH","4/1/1859",1859,"seq-4","https://articleextractor.org/pages/17759/ohi_guildenstern_ver01/sn88077413/1859/04/01/ed-1/seq-4/1","N/A, NA","N/A",NA,NA,NA,"No lynching took place, but lynch law was threatened to people due to an increase in theft in Provo, Utah.",1684,"sn88077413","-84.51202, 39.103118","NA, NA",NA,"N","1850s","Ohio","North Central"
"1799",1875,17763,"The sun ","New York , New York",-74.00597,40.712775,"New York ","NY","2/5/1904",1904,"seq-4","https://articleextractor.org/pages/17763/nn_epicurus_ver01/sn83030272/1904/02/05/ed-1/seq-4/1","Memphis, TN","Memphis","TN",-90.04898,35.149534,"Supposedly the lynching victims had murdered a man and his servant. A mob of 500 people attacked two Black men and were looking for a third.",1686,"sn83030272","-74.00597, 40.712775","-90.04898, 35.149534",954,"N","1900s","New York","Northeast"
"1800",1876,17764,"The Redwood gazette ","Redwood Falls, Minnesota",-95.11694,44.539404,"Redwood Falls","MN","5/30/1911",1911,"seq-3","https://articleextractor.org/pages/17764/mnhi_charleston_ver01/sn85025570/1911/05/30/ed-1/seq-3/1","Crawfordsville, GA","Crawfordsville","GA",-82.895978,33.554021,"The man was taken from jail and hung.",1687,"sn85025570","-95.11694, 44.539404","-82.895978, 33.554021",1002,"N","1910s","Minnesota","North Central"
"1801",1877,17765,"Wausau pilot ","Wausau, Wisconsin",-89.63012,44.959135,"Wausau","WI","7/5/1904",1904,"seq-7","https://articleextractor.org/pages/17765/whi_augurey_ver01/sn85040749/1904/07/05/ed-1/seq-7/1","Eudora, MS","Eudora","MS",-90.14926,34.830376,"A young girl is the one who tied the noose. The body was also cut down after the hanging and returned to the relatives for burial, which was interesting to me.",1688,"sn85040749","-89.63012, 44.959135","-90.14926, 34.830376",701,"N","1900s","Wisconsin","North Central"
"1802",1878,17766,"The Bolivar bulletin. ","Bolivar, Tennessee",-88.98784,35.256194,"Bolivar","TN","8/7/1903",1903,"seq-4","https://articleextractor.org/pages/17766/tu_dottie_ver01/sn89058007/1903/08/07/ed-1/seq-4/1","DeKalb County, TN","DeKalb County","TN",-85.80766,35.972836,"A lynching took place a while ago that was featured in teh article because the lynchers were tried and acquitted.",1689,"sn89058007","-88.98784, 35.256194","-85.80766, 35.972836",186,"Y","1900s","Tennessee","South"
"1803",1879,17768,"The Topeka state journal ","Topeka, Kansas",-95.67516,39.047345,"Topeka","KS","12/19/1903",1903,"seq-4","https://articleextractor.org/pages/17768/khi_gygax_ver01/sn82016014/1903/12/19/ed-1/seq-4/1","Ripley, TN","Ripley","TN",-89.529797,35.745355,NA,1690,"sn82016014","-95.67516, 39.047345","-89.529797, 35.745355",408,"N","1900s","Kansas","North Central"
"1804",1880,17769,"The Dakota chief. ","Gann Valley, South Dakota",-98.98794,44.032706,"Gann Valley","SD","12/29/1904",1904,"seq-3","https://articleextractor.org/pages/17769/sdhi_honeydew_ver01/sn99068086/1904/12/29/ed-1/seq-3/1","St. Charles, AK","St. Charles","AK",-91.136556,34.373371,NA,1691,"sn99068086","-98.98794, 44.032706","-91.136556, 34.373371",789,"N","1900s","South Dakota","North Central"
"1805",1881,17769,"The Dakota chief. ","Gann Valley, South Dakota",-98.98794,44.032706,"Gann Valley","SD","12/29/1904",1904,"seq-3","https://articleextractor.org/pages/17769/sdhi_honeydew_ver01/sn99068086/1904/12/29/ed-1/seq-3/1","St. Charles, AK","St. Charles","AK",-91.136556,34.373371,"this is a repeat of the last article. I included it on the last form under the second article option.",1691,"sn99068086","-98.98794, 44.032706","-91.136556, 34.373371",789,"N","1900s","South Dakota","North Central"
"1806",1882,17769,"The Dakota chief. ","Gann Valley, South Dakota",-98.98794,44.032706,"Gann Valley","SD","12/29/1904",1904,"seq-3","https://articleextractor.org/pages/17769/sdhi_honeydew_ver01/sn99068086/1904/12/29/ed-1/seq-3/1","St. Charles, AK","St. Charles","AK",-91.136556,34.373371,"this is a repeat again of the two previous Dakota Chief articles",1691,"sn99068086","-98.98794, 44.032706","-91.136556, 34.373371",789,"N","1900s","South Dakota","North Central"
"1807",1883,17769,"The Dakota chief. ","Gann Valley, South Dakota",-98.98794,44.032706,"Gann Valley","SD","12/29/1904",1904,"seq-3","https://articleextractor.org/pages/17769/sdhi_honeydew_ver01/sn99068086/1904/12/29/ed-1/seq-3/1","St. Charles, AK","St. Charles","AK",-91.136556,34.373371,NA,1692,"sn99068086","-98.98794, 44.032706","-91.136556, 34.373371",789,"N","1900s","South Dakota","North Central"
"1808",1884,17769,"The Dakota chief. ","Gann Valley, South Dakota",-98.98794,44.032706,"Gann Valley","SD","12/29/1904",1904,"seq-3","https://articleextractor.org/pages/17769/sdhi_honeydew_ver01/sn99068086/1904/12/29/ed-1/seq-3/1","St. Charles, AK","St. Charles","AK",-91.136556,34.373371,"this is a repeat of the last article. I included it on the last form under the second article option.",1692,"sn99068086","-98.98794, 44.032706","-91.136556, 34.373371",789,"N","1900s","South Dakota","North Central"
"1809",1885,17769,"The Dakota chief. ","Gann Valley, South Dakota",-98.98794,44.032706,"Gann Valley","SD","12/29/1904",1904,"seq-3","https://articleextractor.org/pages/17769/sdhi_honeydew_ver01/sn99068086/1904/12/29/ed-1/seq-3/1","St. Charles, AK","St. Charles","AK",-91.136556,34.373371,"this is a repeat again of the two previous Dakota Chief articles",1692,"sn99068086","-98.98794, 44.032706","-91.136556, 34.373371",789,"N","1900s","South Dakota","North Central"
"1810",1886,17769,"The Dakota chief. ","Gann Valley, South Dakota",-98.98794,44.032706,"Gann Valley","SD","12/29/1904",1904,"seq-3","https://articleextractor.org/pages/17769/sdhi_honeydew_ver01/sn99068086/1904/12/29/ed-1/seq-3/1","St. Charles, AK","St. Charles","AK",-91.136556,34.373371,NA,1693,"sn99068086","-98.98794, 44.032706","-91.136556, 34.373371",789,"N","1900s","South Dakota","North Central"
"1811",1887,17769,"The Dakota chief. ","Gann Valley, South Dakota",-98.98794,44.032706,"Gann Valley","SD","12/29/1904",1904,"seq-3","https://articleextractor.org/pages/17769/sdhi_honeydew_ver01/sn99068086/1904/12/29/ed-1/seq-3/1","St. Charles, AK","St. Charles","AK",-91.136556,34.373371,"this is a repeat of the last article. I included it on the last form under the second article option.",1693,"sn99068086","-98.98794, 44.032706","-91.136556, 34.373371",789,"N","1900s","South Dakota","North Central"
"1812",1888,17769,"The Dakota chief. ","Gann Valley, South Dakota",-98.98794,44.032706,"Gann Valley","SD","12/29/1904",1904,"seq-3","https://articleextractor.org/pages/17769/sdhi_honeydew_ver01/sn99068086/1904/12/29/ed-1/seq-3/1","St. Charles, AK","St. Charles","AK",-91.136556,34.373371,"this is a repeat again of the two previous Dakota Chief articles",1693,"sn99068086","-98.98794, 44.032706","-91.136556, 34.373371",789,"N","1900s","South Dakota","North Central"
"1813",1889,17770,"The evening bulletin ","Maysville, Kentucky",-83.74437,38.641185,"Maysville","KY","6/15/1894",1894,"seq-1","https://articleextractor.org/pages/17770/kyu_ishtar_ver01/sn87060190/1894/06/15/ed-1/seq-1/1","NA, NA",NA,NA,NA,NA,"possible intention to lynch",1694,"sn87060190","-83.74437, 38.641185","NA, NA",NA,"N","1890s","Kentucky","South"
"1814",1890,17770,"The evening bulletin ","Maysville, Kentucky",-83.74437,38.641185,"Maysville","KY","6/15/1894",1894,"seq-1","https://articleextractor.org/pages/17770/kyu_ishtar_ver01/sn87060190/1894/06/15/ed-1/seq-1/1","NA, NA",NA,NA,NA,NA,"repeat of last article, possible intention to lynch",1694,"sn87060190","-83.74437, 38.641185","NA, NA",NA,"N","1890s","Kentucky","South"
