docname,Newspaper,Year,Beginning of Passage,keyword,End of Passage,Code,Comments
8383_0.txt,"The Waxahachie daily light (Waxahachie, Tex...)",1911,"alleged lynchers are placed under arrest . grand jury recommends the arrest of four men at coalsville . associated press special . coalsville , pa . , sept . 20 . war rants charging two alleged members of the",mob,"which lynched a negro near here on august 20 with mur der , and two policemen with invoi untary manslaughter , were issued judge butler on recoin today by mendation of grand jury . read the daily the light want ads",NA,NA
8385_0.txt,"The Maui news (Wailuku, Maui, ...)",1908,haas an ex- convict whom he had exposed during the last reuf trial . the bullet struck him in the head but did not penetrate the brain . he will recover . the trial was postponed until monday and ruef was taken jail to prevent his being lynched by the,mob,. to,NA,NA
8386_0.txt,"Americus times-recorder (Americus, Ga.)",1913,"negro who scared woman , caught by",mob,"and lynched louisville , miss . , sept . 23 . - hanging by the neck from a blackjack limb , the body of henry crosby was found in a wood near here this morning by officers who were searching for the black with the intention of arresting him .",NA,NA
8386_0.txt,"Americus times-recorder (Americus, Ga.)",1913,"the kitchen of mrs . carroll , who was pre paring dinner . frightened nearly into hysterics by the negro's strange ac tions , she ran from the house with her infant in her arms , to the home of a neighbor and told him of the affair . a",mob,is said to have formed immediately the negro was captured after a chase . and lynched .,NA,NA
8399_0.txt,"Daily Kennebec journal (Augusta, Me.)",1873,", in aroostook as well as in southern counties , are accessible to all , and the criminal would have had to pay the penalty for his deed which the law provides , even to hanging had he been found guilty . how much better is the act of the",mob,than that of the murderer ? they justify themselves by pleading that the assassin deserved death ; he perhaps may have had real or fancied wrongs which he believed a suffi- cient justification for taking life . the law of the mob is wicked and dangerous . there is no,NA,NA
8399_0.txt,"Daily Kennebec journal (Augusta, Me.)",1873,how much better is the act of the mob than that of the murderer ? they justify themselves by pleading that the assassin deserved death ; he perhaps may have had real or fancied wrongs which he believed a suffi- cient justification for taking life . the law of the,mob,"is wicked and dangerous . there is no limit to the evil which it may inflict . no community with a proper re- gard for the rights ef life and property , where the courts are accessible , will re- sort to lynching . this act will be a blight",NA,NA
8399_0.txt,"Daily Kennebec journal (Augusta, Me.)",1873,"cul len's house in mapleton , wednesday morn ing , but mrs . cullen declared her husband was not in . search was made , however , and he was found secreted in the cellar . he was dragged from his place of concealment , securely bound , and his",captors,"started to bring him into presque isle . on their way they were met by a party from that village , who took possession of the prisoner , led him under a tall tree , gave him a few minutes for prayer , put a noose over his neck with",NA,NA
8400_0.txt,The sun (New York [N.Y.]) 1833-1916,1884,"them with threats . two of the jurors had to be taken out through the jail tunnel . the lynching of the four murderers in jail and the berner jury is suggested everywhere , to night , and it is believed that there would be but little resistance to a",mob,"by the increased force of guards in the jail building . everybody is advocating lynching , but there is no noisy talk and no visible preparation for it . but nobody would be surprised if the deed done before morning . was",NA,NA
8402_0.txt,"Shenandoah herald (Woodstock, Va.)",1868,lynch law in indiana . four men hanged by a,mob-,"desperate struggle of one of the victims . a telegraphic dispatch in yesterday's paper mentioned the hanging of four men in indiana by a vigilance committee . the following particulars are taken from the yesterday papers of : louisville , ky , december 12 . - a vigilance committee ,",NA,NA
8402_0.txt,"Shenandoah herald (Woodstock, Va.)",1868,"albany to lynch the express robers . additional particulars . louisville , dec . 12- additional ticulars of the tragedy at new albany par have been received . about 3 o'clock this morning luther whitten , of the outside guards at the jail , was met at the entrance by",a party of,"men , who presented pistols at him , demanding silence or death . whitten shouted , how ever , but was seized , knocked down , and imformed if another shout was uttered he should die . by this time the jail office was filled with men searching for the",NA,NA
8402_0.txt,"Shenandoah herald (Woodstock, Va.)",1868,"room , where his wife lay in bed , and demanded the jail keys of her , which she refused to give ; but they found them concealed in a drawer . thomas matthews , of the inside guard , was compelled to open the cells of the men the",mob,"had determined to hang . frank and wm . reno were the first victims . they were dragged out and hung along side of each other on the same pillars . - simon keno was then brought out , but he fought the mob with great desperation , knocking one",NA,NA
8402_0.txt,"Shenandoah herald (Woodstock, Va.)",1868,"the cells of the men the mob had determined to hang . frank and wm . reno were the first victims . they were dragged out and hung along side of each other on the same pillars . - simon keno was then brought out , but he fought the",mob,"with great desperation , knocking one or two down before he was over- powered , and left suspended between the ceiling and the floor . charles anderson was the last victim . he was heard to beg for the privilege of praying , but this request was refused , and",NA,NA
8402_0.txt,"Shenandoah herald (Woodstock, Va.)",1868,"ceiling and the floor . charles anderson was the last victim . he was heard to beg for the privilege of praying , but this request was refused , and he was hung at the southwest corner of the jail . after further threats to kill the sheriff , the",mob,"proceeded to town , carrying with then the jail keys . from the jail to the train armed men stood guard to prevent any alarm being given . at 4 o'clock the train , with the entire party , consisting of from seventy five to a hundred men , start",NA,NA
8405_0.txt,"Chicago tribune (Chicago, Ill.)",1867,"kentucky the reports of outrages , hangings ,",mob,"law and violence of every kind , that come us from kentucky , are the fit accompaniment of the news that the democracy have elected every congressman in the state . it is true that one of the congressmen elect bas since committed suicide by blowing out his brains ,",NA,NA
